Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,31/05/2019,LPF Management Fees,MEDICINES MANAGEMENT - CLINICAL,NHS NORTH OF ENGLAND CSU,7310015567,"63,219.67",APRIL & MAY 2019 SLA LOT 2A
Department of Health,03K,31/05/2019,Services From Local Authorities,MENTAL HEALTH SERVICES ADULTS,NORTH LINCOLNSHIRE COUNCIL,A0038499,"223,067.00",SHARE OF MENTAL POOL OVER SPEND 2016/17
Department of Health,03K,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400023562,"9,739,424.00",BLOCK MAY 2019
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000034901,"41,869.29",GMS MAY 19
Department of Health,03K,31/05/2019,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,NAMED CLAIMANT,105566-18-APR-2019,"77,412.84",CHC CLAIMANT
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000034914,"-78,210.56",GMS MAY 19
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000034915,"266,433.56",GMS MAY 19
Department of Health,03K,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER & SOUTH HUMBER MENTAL HEALTH NHS FOUNDATION TRUST,PP0000085726&0000085727,"1,203,449.45",SLA MAY 19
Department of Health,03K,31/05/2019,Miscellaneous Expenditure (L9),GP FORWARD VIEW,SAFECARE NETWORK LTD,EAMAY19,"83,333.00",EXTENDED ACCESS CONTRACT MAY 19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INV0116,"26,666.67",DELIVERY OF S.A.F.E SERVICE APRIL 2019
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,INVPCQS02,"26,649.47",PRIMARY CARE QUALITY SCHEME Q1 2019
Department of Health,03K,31/05/2019,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9245,"144,648.00",SLA MAY 19
Department of Health,03K,31/05/2019,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9246,"46,620.00",STAFF TRAINING
Department of Health,03K,31/05/2019,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100201053,"38,021.17",MAY 2019 BLOCK
Department of Health,03K,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000562818,"150,085.00",MAY 2019 BLOCK
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000034912,"65,318.77",GMS MAY 19
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000034902,"-122,003.44",GMS MAY 19
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000034903,"370,165.18",GMS MAY 19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192002,"118,647.00",SLA MAY 19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC181911,"55,202.49",SAC ACTIVITY FEB 18/19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,FEBXS2019,"70,538.95",ACTIVITY OVER CONTRACT PLAN FEB 19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNMAY2019,"110,132.42",SLA MAY 19
Department of Health,03K,31/05/2019,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,MARXS2019,"133,722.84",MARCH 19 Q3 & Q4 CQUIN
Department of Health,03K,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000034904,"-62,629.32",GMS MAY 19
Department of Health,,31/05/2019,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000034905,"223,396.37",GMS MAY 19
Department of Health,,31/05/2019,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,198710,"87,105.59",SLA MAY 19
Department of Health,,31/05/2019,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,PP301609001,"97,372.97",SLA MAY 19
Department of Health,,31/05/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000034701,"76,418.64",GMS MAY 19
Department of Health,,31/05/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000034703,"29,800.15",GMS MAY 19
Department of Health,,31/05/2019,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,PP2810026628,"37,537.65",SLA MAY 19
