Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR P A WEBSTER & PARTNERS,KHU000038270,"244,804.70",GMS FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST MIDLANDS AMBULANCE SERVICE NHS TRUST,4000001196,"521,320.00",A&E SLA FEBRUARY 2020
Department of Health,03K,29/02/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,ELITE CARE SOLUTIONS,47264,"28,119.04",CARE 06/01/20 - 07/02/20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,HLH00609,"33,035.15",CARE JAN 20
Department of Health,03K,29/02/2020,Cont Care-Physical Disab (<65),ADULT JOINT FUNDED CONTINUING CARE,GENHAWK LTD,2392,"48,008.61",CARE SERVICES
Department of Health,03K,29/02/2020,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1609B169658,"37,814.60",FNC JAN 20
Department of Health,03K,29/02/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1609D169658,"26,013.60",CHC JAN 20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1622169658,"35,569.71",SS SERVICES JAN 20
Department of Health,03K,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,H0029610,"1,134,338.00",SLA FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - ADULTS,HUMBER TEACHING NHS FOUNDATION TRUST,59887214,"25,550.51",INPATIENT STAY 17TH AUG 31 DAYS
Department of Health,03K,29/02/2020,Cont Care-Physical Disab (<65),CHC AD FULL FUND PERS HLTH BUD,PRIVATE INDIVIDUAL,4261 12 2019,"25,708.89",CHC FEES
Department of Health,03K,29/02/2020,Computer Hardware Purch,CEO/ BOARD OFFICE,KIER BUSINESS SERVICES LTD,10207676,"74,911.20",PROJECT IT SERTVICES
Department of Health,03K,29/02/2020,LPF Management Fees,PRIMARY CARE IT,KIER BUSINESS SERVICES LTD,10209424,"51,243.60",SLA FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000038271,"-61,617.91",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000038272,"216,465.86",GMS FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1410147517,"70,338.00",SLA FEB 20
Department of Health,03K,29/02/2020,Clinical&Medical-Voluntary Sector,HOSPICES,LINDSEY LODGE HOSPICE,LLH1216,"124,293.25",CCG GRANT Q4
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,NCAS/OATS,NEW MEDICAL SYSTEMS LTD,24202,"71,352.54",MINOR EYE SURGERY PROCEDURES JAN 20
Department of Health,03K,29/02/2020,Miscellaneous Expenditure (L9),GP FORWARD VIEW,NHS EAST RIDING OF YORKSHIRE CCG,7015001251,"25,000.00",GPFV ONLINE CONSULTATION FUNDING
Department of Health,03K,29/02/2020,LPF Management Fees,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310017659,"37,381.25",SLA JAN 20
Department of Health,03K,29/02/2020,LPF Management Fees,NCAS/OATS,NHS NORTH OF ENGLAND CSU,7310017966,"37,381.25",SLA FEB 20
Department of Health,03K,29/02/2020,Services From Local Authorities,COMMISSIONING RESERVE,NORTH LINCOLNSHIRE COUNCIL,A0041469,"54,863.00",SAFE GUARDING ADULTS BOARD 2019/20
Department of Health,03K,29/02/2020,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105749-06-FEB-2020,"576,916.67",BCF PAYMENT FEBRUARY 2020
Department of Health,03K,29/02/2020,Soc Care-Re-ablement services,REABLEMENT,NORTH LINCOLNSHIRE COUNCIL,105755-18-FEB-2020,"576,916.67",BCF PAYMENT MARCH 2020
Department of Health,03K,29/02/2020,Services From Local Authorities,INTERMEDIATE CARE,NORTH LINCOLNSHIRE COUNCIL,A0041615,"-104,110.00",CREDIT RE INVOICE A0039664
Department of Health,03K,29/02/2020,Miscellaneous Expenditure (L9),CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NORTH LINCOLNSHIRE COUNCIL,A0041617,"112,217.24",CHC DOMICILIARY CARE
Department of Health,03K,29/02/2020,Miscellaneous Expenditure (L9),CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NORTH LINCOLNSHIRE COUNCIL,A0041719,"108,703.67",DOMICILIARY CARE SERVICES
Department of Health,03K,29/02/2020,Services From Local Authorities,COMMISSIONING RESERVE,NORTH LINCOLNSHIRE COUNCIL,E0021542,"38,241.00",LINCOLNSHIRE CHILDRENS MARS CONTRIBUTION 2019/20
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,2400025955,"9,556,222.00",M11 FEBRUARY 19/20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,NCAS/OATS,ONEHEALTH GROUP,2553,"32,995.99",PATIENT ACTIVITY JAN 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000038273,"54,719.16",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000038286,"-65,732.98",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000038287,"268,332.70",GMS FEB 20
Department of Health,03K,29/02/2020,Miscellaneous Expenditure (L9),GP FORWARD VIEW,RIVERSIDE SURGERY,R882,"32,401.50",EXTENDED ACCESS FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - ADULTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88108,"90,978.25",PATIENT OCCUPANCY 275 NIGHTS
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88244,"371,995.80",SLA FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88263,"34,648.65",MH COMMUNTITY CONTRACT Q1 - Q3 ESTIMATE
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-CQUIN,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88344,"1,201,046.00",SLA FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88346,"37,199.58",SLA FEB 20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,270,"26,666.67",SAFE SERVICE JAN 20
Department of Health,03K,29/02/2020,Oth Trav Csts Commission and Discou,PATIENT TRANSPORT,SAVOY VENTURES LTD,9998,"144,648.00",PTS FEBRUARY 2020
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,2100207307,"43,074.00",JANUARY 2020 BLOCK
Department of Health,03K,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,4000588789,"125,201.00",FEBRUARY 2020 BLOCK
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000038284,"65,051.38",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000038274,"-116,945.60",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000038275,"385,717.73",GMS FEB 20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULPF192011,"118,647.00",SLA FEB 20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192008,"65,907.82",SAC NOV 19
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,LINCNFEB2020,"110,132.42",FEBRUARY 2020 PROCEDURES 
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,PPNOINV10647,"197,097.85",SEPTEMBER & OCTOBER OVER ACTIVITY
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000038276,"-61,231.40",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000038277,"244,767.88",GMS FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,603185,"96,179.86",SLA FEB 20
Department of Health,03K,29/02/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,VIRGIN CARE EAST RIDING LLP,301617001,"130,000.00",NL DERM BLOCK FEBRUARY 2020
Department of Health,03K,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST COMMON LANE TEACHING PRACTICE,KHU000038085,"75,137.48",GMS FEB 20
Department of Health,03K,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,WEST TOWN SURGERY,KHU000038087,"31,177.21",GMS FEB 20
Department of Health,03K,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,2810029051,"37,537.65",NHS111 FEBRUARY 2020
Department of Health,03K,29/02/2020,Training Expenses,GP FORWARD VIEW,YORLMC LTD,517,"30,000.00",NEW TO PRACTICE FUNDING PROGRAMME
