Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number, AP Amount (£) ,Description
Department of Health,03K,31/05/2020,Cont Care-Physical Disab (65+),CHC ADULT FULLY FUNDED,HAVENMERE HEALTH CARE LTD,1667C169658,"25,174.46",CHC APR 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,MENTAL HEALTH SERVICES - ADULTS,HAVENMERE HEALTH CARE LTD,1680169658,"34,397.66",SS APR 20
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,HULL UNIVERSITY TEACHING HOSPITAL NHS TRUST,03KBP032004,"1,288,921.17",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Non Contract,LEARNING DIFFICULTIES,HUMBER TEACHING NHS FOUNDATION TRUST,59888314,"25,550.51",INPATIENT STAY ESTIMATED
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,KIRTON LINDSEY SURGERY,201900029,"78,190.34",BLOCK CONTRACT Q4
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000039347,"-63,756.25",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,KIRTON LINDSEY SURGERY,KHU000039348,"219,527.52",GMS MAY 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,L I V E S,761,"30,000.00",2020-2021 RESPONDER FUNDING
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,03KBP032011,"55,627.85",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,1490020431,"-33,235.71",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH SERVICES - OTHER,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,03KBP032006,"73,675.48",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,LINCS COMMUNITY HEALTH SERVICES NHS TRUST,03KBP032005,"26,386.10",SLA JUN 20
Department of Health,03K,31/05/2020,othe Gen Supplier & Srv,PRIMARY CARE IT,N3I LTD,12,"42,096.00",IT SUPPORT APR 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,NEW MEDICAL SYSTEMS LTD,2650,"44,667.98",MINOR EYE SURGERY PROCEDURES MAR 20
Department of Health,03K,31/05/2020,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,H292741,"25,470.12",LEASE CHARGES
Department of Health,03K,31/05/2020,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,NORTH LINCOLNSHIRE COUNCIL,A0042095,"116,408.79",DOMICILEARY CARE PAYMENTS 10/02 - 08/03
Department of Health,03K,31/05/2020,Services From Local Authorities,CHILD AND ADOLESCENT MENTAL HEALTH,NORTH LINCOLNSHIRE COUNCIL,E0021834,"51,650.00",ASD PATHWAYS PROJECT SEPT 19 - MAR 20
Department of Health,03K,31/05/2020,SYS-NHS A/P Control <1Yr,ACUTE COMMISSIONING,NORTHERN LINCOLNSHIRE AND GOOLE HOSPITALS NHS FOUNDATION TRUST,03KBP032007,"10,491,617.28",SLA JUN 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,OSWALD ROAD MEDICAL SURGERY,KHU000039350,"57,622.33",GMS MAY 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,PARK HILL HOSPITAL,NLINC11FY1920,"57,523.58",FEBRUARY RECONCILIATION
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000039363,"-62,538.88",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,RIVERSIDE SURGERY,KHU000039364,"294,230.06",GMS MAY 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,88919,"35,570.05",Q1-Q4 RECONCILIATION
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,03KBP032008,"1,307,882.61",SLA JUN 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,289,"26,666.67",SAFE SERVICE MAR 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,COMMUNITY SERVICES,SAFECARE NETWORK LTD,386,"26,666.67",SAFE SERVICE MAR 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE CHILDRENS SERVICES,SHEFFIELD CHILDRENS NHS FOUNDATION TRUST,03KBP032009,"42,263.46",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,03KBP032010,"135,128.83",SLA JUN 20
Department of Health,03K,31/05/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,5000047354,"-44,676.00",M11 & M12 RECONCILIATION
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000039360,"-28,539.32",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SK NAEEM,KHU000039361,"67,243.04",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000039351,"-119,168.03",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,SOUTH AXHOLME PRACTICE,KHU000039352,"441,821.85",GMS MAY 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPAMEDICA LTD,NHSNLN045,"27,318.97",NCA MAR 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,SPIRE HEALTHCARE LTD,03KHULREC192011,"103,456.48",RECONCILIATION FEB 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,FEB2020OVACT,"80,965.82",RECONCILIATION FEB 20
Department of Health,03K,31/05/2020,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,ST HUGHS HOSPITAL,MARXS2020,"32,728.38",RECONCILIATION MAR 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000039353,"-61,490.54",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,TRENT VIEW MEDICAL PRACTICE,KHU000039354,"252,687.23",GMS MAY 20
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,03KBP032012,"109,199.63",SLA JUN 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST COMMON LANE TEACHING PRACTICE,KHU000039161,"77,645.94",GMS MAY 20
Department of Health,03K,31/05/2020,C&M-GMS Cost of Drugs -Prescribing,LOCAL ENHANCED SERVICES,WEST TOWN SURGERY,KHU000039163,"34,204.39",GMS MAY 20
Department of Health,03K,31/05/2020,Hcare Srv Rec NHS Trust-Contract Baseline,NHS 111,YORKSHIRE AMBULANCE SERVICE NHS TRUST,03KBP032014,"254,778.52",SLA JUN 20
